country,timestamp_utc,date,volume_article_count,avg_tone,conflict_article_count,disaster_article_count
Israel,2026-09-09T05:00:00+00:00,2026-09-09,34,-3.695,28,4
Egypt,2026-09-09T05:00:00+00:00,2026-09-09,6,-1.6584,3,2
Sudan,2026-09-09T05:00:00+00:00,2026-09-09,0,,0,0
Haiti,2026-09-09T05:00:00+00:00,2026-09-09,3,-2.9078,3,0
Thailand,2026-09-09T05:00:00+00:00,2026-09-09,5,-0.4837,3,0
Turkey,2026-09-09T04:00:00+00:00,2026-09-09,5,-0.3241,3,0
Ukraine,2026-09-09T04:00:00+00:00,2026-09-09,10,-0.905,9,0
Lebanon,2026-09-09T04:00:00+00:00,2026-09-09,6,-2.4746,4,1
Israel,2026-09-09T04:00:00+00:00,2026-09-09,24,-3.5319,20,2
Egypt,2026-09-09T04:00:00+00:00,2026-09-09,5,-2.6347,3,1
Sudan,2026-09-09T04:00:00+00:00,2026-09-09,0,,0,0
Haiti,2026-09-09T04:00:00+00:00,2026-09-09,3,-11.1492,2,0
Thailand,2026-09-09T04:00:00+00:00,2026-09-09,6,2.3319,1,0
Turkey,2026-09-09T03:00:00+00:00,2026-09-09,3,-1.9578,0,0
Ukraine,2026-09-09T03:00:00+00:00,2026-09-09,8,-2.038,6,0
Lebanon,2026-09-09T03:00:00+00:00,2026-09-09,5,-4.4354,4,0
Israel,2026-09-09T03:00:00+00:00,2026-09-09,23,-4.3253,21,2
Egypt,2026-09-09T03:00:00+00:00,2026-09-09,5,-1.6468,3,1
Sudan,2026-09-09T03:00:00+00:00,2026-09-09,1,-1.4504,1,0
Haiti,2026-09-09T03:00:00+00:00,2026-09-09,2,-5.1113,2,1
Thailand,2026-09-09T03:00:00+00:00,2026-09-09,6,0.6524,1,1
Turkey,2026-09-09T02:00:00+00:00,2026-09-09,2,1.2313,0,1
Ukraine,2026-09-09T02:00:00+00:00,2026-09-09,4,-2.0358,4,0
Lebanon,2026-09-09T02:00:00+00:00,2026-09-09,5,-2.34,5,0
Israel,2026-09-09T02:00:00+00:00,2026-09-09,29,-2.8118,26,1
Egypt,2026-09-09T02:00:00+00:00,2026-09-09,8,-2.2051,5,2
Sudan,2026-09-09T02:00:00+00:00,2026-09-09,2,-1.5856,2,1
Haiti,2026-09-09T02:00:00+00:00,2026-09-09,3,-2.1662,1,0
Thailand,2026-09-09T02:00:00+00:00,2026-09-09,5,1.1028,1,0
Turkey,2026-09-09T01:00:00+00:00,2026-09-09,5,-2.7035,1,0
Ukraine,2026-09-09T01:00:00+00:00,2026-09-09,2,-2.5453,1,0
Lebanon,2026-09-09T01:00:00+00:00,2026-09-09,3,-5.8424,3,1
Israel,2026-09-09T01:00:00+00:00,2026-09-09,19,-3.8032,14,1
Egypt,2026-09-09T01:00:00+00:00,2026-09-09,11,-3.2777,5,2
Sudan,2026-09-09T01:00:00+00:00,2026-09-09,1,-3.4078,1,0
Haiti,2026-09-09T01:00:00+00:00,2026-09-09,6,-4.9544,6,0
Thailand,2026-09-09T01:00:00+00:00,2026-09-09,0,,0,0
Turkey,2026-09-09T00:00:00+00:00,2026-09-09,6,-2.2647,1,1
Ukraine,2026-09-09T00:00:00+00:00,2026-09-09,13,-1.4814,11,0
Lebanon,2026-09-09T00:00:00+00:00,2026-09-09,3,-3.9402,2,0
Israel,2026-09-09T00:00:00+00:00,2026-09-09,34,-3.2622,22,2
Egypt,2026-09-09T00:00:00+00:00,2026-09-09,10,-2.9367,4,1
Sudan,2026-09-09T00:00:00+00:00,2026-09-09,2,-3.7253,1,0
Haiti,2026-09-09T00:00:00+00:00,2026-09-09,1,-6.6581,1,0
Thailand,2026-09-09T00:00:00+00:00,2026-09-09,2,4.3054,0,0
Turkey,2026-09-08T23:00:00+00:00,2026-09-08,11,-2.2782,5,1
Ukraine,2026-09-08T23:00:00+00:00,2026-09-08,16,-1.2468,10,1
Lebanon,2026-09-08T23:00:00+00:00,2026-09-08,7,-3.306,7,1
Israel,2026-09-08T23:00:00+00:00,2026-09-08,47,-4.6462,32,6
Egypt,2026-09-08T23:00:00+00:00,2026-09-08,16,-3.4891,10,4
Sudan,2026-09-08T23:00:00+00:00,2026-09-08,3,-5.0059,3,1
Haiti,2026-09-08T23:00:00+00:00,2026-09-08,3,2.503,1,1
Thailand,2026-09-08T23:00:00+00:00,2026-09-08,5,-0.499,2,0
Turkey,2026-09-08T22:00:00+00:00,2026-09-08,5,-3.0093,1,0
Ukraine,2026-09-08T22:00:00+00:00,2026-09-08,13,-3.2578,11,3
Lebanon,2026-09-08T22:00:00+00:00,2026-09-08,10,-4.0668,7,1
Israel,2026-09-08T22:00:00+00:00,2026-09-08,37,-4.2061,26,2
Egypt,2026-09-08T22:00:00+00:00,2026-09-08,15,-2.7556,9,2
Sudan,2026-09-08T22:00:00+00:00,2026-09-08,1,-3.8095,1,1
Haiti,2026-09-08T22:00:00+00:00,2026-09-08,1,-4.4681,1,0
Thailand,2026-09-08T22:00:00+00:00,2026-09-08,7,0.6894,4,1
Turkey,2026-09-08T21:00:00+00:00,2026-09-08,16,-1.1543,3,1
Ukraine,2026-09-08T21:00:00+00:00,2026-09-08,29,-1.4393,20,0
Lebanon,2026-09-08T21:00:00+00:00,2026-09-08,1,-6.2762,1,0
Israel,2026-09-08T21:00:00+00:00,2026-09-08,52,-3.7075,34,3
Egypt,2026-09-08T21:00:00+00:00,2026-09-08,18,-1.1349,7,1
Sudan,2026-09-08T21:00:00+00:00,2026-09-08,2,3.8748,0,0
Haiti,2026-09-08T21:00:00+00:00,2026-09-08,0,,0,0
Thailand,2026-09-08T21:00:00+00:00,2026-09-08,6,1.3211,4,1
Turkey,2026-09-08T20:00:00+00:00,2026-09-08,18,-2.1893,11,1
Ukraine,2026-09-08T20:00:00+00:00,2026-09-08,25,-2.6853,22,0
Lebanon,2026-09-08T20:00:00+00:00,2026-09-08,6,-2.3234,6,0
Israel,2026-09-08T20:00:00+00:00,2026-09-08,61,-3.3661,40,2
Egypt,2026-09-08T20:00:00+00:00,2026-09-08,26,-3.0079,20,8
Sudan,2026-09-08T20:00:00+00:00,2026-09-08,12,-5.2477,11,6
Haiti,2026-09-08T20:00:00+00:00,2026-09-08,1,0.317,0,0
Thailand,2026-09-08T20:00:00+00:00,2026-09-08,7,1.5038,1,4
Turkey,2026-09-08T19:00:00+00:00,2026-09-08,15,1.3959,7,0
Ukraine,2026-09-08T19:00:00+00:00,2026-09-08,21,-0.9916,16,2
Lebanon,2026-09-08T19:00:00+00:00,2026-09-08,3,-4.4583,3,1
Israel,2026-09-08T19:00:00+00:00,2026-09-08,52,-5.527,48,5
Egypt,2026-09-08T19:00:00+00:00,2026-09-08,8,-3.7615,7,3
Sudan,2026-09-08T19:00:00+00:00,2026-09-08,3,-2.8953,3,3
Haiti,2026-09-08T19:00:00+00:00,2026-09-08,2,-3.0116,0,0
Thailand,2026-09-08T19:00:00+00:00,2026-09-08,10,-0.0814,4,2
Turkey,2026-09-08T18:00:00+00:00,2026-09-08,12,-1.0988,3,0
Ukraine,2026-09-08T18:00:00+00:00,2026-09-08,24,-2.1662,19,1
Lebanon,2026-09-08T18:00:00+00:00,2026-09-08,7,-3.3665,6,1
Israel,2026-09-08T18:00:00+00:00,2026-09-08,54,-4.4265,46,4
Egypt,2026-09-08T18:00:00+00:00,2026-09-08,7,-2.4656,3,1
Sudan,2026-09-08T18:00:00+00:00,2026-09-08,2,-4.5037,0,0
Haiti,2026-09-08T18:00:00+00:00,2026-09-08,0,,0,0
Thailand,2026-09-08T18:00:00+00:00,2026-09-08,8,-1.0797,5,3
Turkey,2026-09-08T17:00:00+00:00,2026-09-08,17,0.7512,5,3
Ukraine,2026-09-08T17:00:00+00:00,2026-09-08,34,-1.0208,21,2
Lebanon,2026-09-08T17:00:00+00:00,2026-09-08,5,-5.3071,4,0
Israel,2026-09-08T17:00:00+00:00,2026-09-08,43,-3.1978,35,5
Egypt,2026-09-08T17:00:00+00:00,2026-09-08,9,-1.2316,5,1
Sudan,2026-09-08T17:00:00+00:00,2026-09-08,5,-5.5063,5,0
Haiti,2026-09-08T17:00:00+00:00,2026-09-08,4,0.2291,2,1
Thailand,2026-09-08T17:00:00+00:00,2026-09-08,14,1.4064,4,9
Turkey,2026-09-08T16:00:00+00:00,2026-09-08,10,-2.0549,7,1
Ukraine,2026-09-08T16:00:00+00:00,2026-09-08,36,-0.5663,18,2
Lebanon,2026-09-08T16:00:00+00:00,2026-09-08,5,-4.2211,3,1
Israel,2026-09-08T16:00:00+00:00,2026-09-08,51,-3.9642,42,3
Egypt,2026-09-08T16:00:00+00:00,2026-09-08,15,0.2286,7,2
Sudan,2026-09-08T16:00:00+00:00,2026-09-08,2,-3.5403,2,0
Haiti,2026-09-08T16:00:00+00:00,2026-09-08,1,1.6465,0,0
Thailand,2026-09-08T16:00:00+00:00,2026-09-08,6,2.5765,2,1
Turkey,2026-09-08T15:00:00+00:00,2026-09-08,5,0.3965,1,1
Ukraine,2026-09-08T15:00:00+00:00,2026-09-08,51,-1.0782,32,3
Lebanon,2026-09-08T15:00:00+00:00,2026-09-08,14,-5.2866,12,1
Israel,2026-09-08T15:00:00+00:00,2026-09-08,56,-4.2989,46,3
Egypt,2026-09-08T15:00:00+00:00,2026-09-08,4,-2.8016,3,2
Sudan,2026-09-08T15:00:00+00:00,2026-09-08,1,-1.0593,1,1
Haiti,2026-09-08T15:00:00+00:00,2026-09-08,2,1.031,0,0
Thailand,2026-09-08T15:00:00+00:00,2026-09-08,5,1.3366,1,1
Turkey,2026-09-08T14:00:00+00:00,2026-09-08,28,-1.2096,14,0
Ukraine,2026-09-08T14:00:00+00:00,2026-09-08,44,-3.0671,35,1
Lebanon,2026-09-08T14:00:00+00:00,2026-09-08,11,-5.7647,9,2
Israel,2026-09-08T14:00:00+00:00,2026-09-08,82,-4.2541,62,4
Egypt,2026-09-08T14:00:00+00:00,2026-09-08,15,-0.9056,10,5
Sudan,2026-09-08T14:00:00+00:00,2026-09-08,2,-5.2872,2,1
Haiti,2026-09-08T14:00:00+00:00,2026-09-08,2,-1.8795,2,0
Thailand,2026-09-08T14:00:00+00:00,2026-09-08,19,0.296,6,0
Turkey,2026-09-08T13:00:00+00:00,2026-09-08,12,0.5787,3,2
Ukraine,2026-09-08T13:00:00+00:00,2026-09-08,25,-2.0309,19,1
Lebanon,2026-09-08T13:00:00+00:00,2026-09-08,6,-4.0977,5,2
Israel,2026-09-08T13:00:00+00:00,2026-09-08,67,-3.4325,50,5
Egypt,2026-09-08T13:00:00+00:00,2026-09-08,17,-4.361,12,11
Sudan,2026-09-08T13:00:00+00:00,2026-09-08,2,-1.8452,2,0
Haiti,2026-09-08T13:00:00+00:00,2026-09-08,1,1.4184,0,0
Thailand,2026-09-08T13:00:00+00:00,2026-09-08,6,-1.1518,5,1
Turkey,2026-09-08T12:00:00+00:00,2026-09-08,7,-2.6402,3,1
Ukraine,2026-09-08T12:00:00+00:00,2026-09-08,29,-2.4506,23,1
Lebanon,2026-09-08T12:00:00+00:00,2026-09-08,5,0.7046,5,0
Israel,2026-09-08T12:00:00+00:00,2026-09-08,36,-3.1852,28,3
Egypt,2026-09-08T12:00:00+00:00,2026-09-08,15,-5.1363,12,8
Sudan,2026-09-08T12:00:00+00:00,2026-09-08,1,-4.3375,1,0
Haiti,2026-09-08T12:00:00+00:00,2026-09-08,1,-4.6154,0,1
Thailand,2026-09-08T12:00:00+00:00,2026-09-08,7,-1.0368,3,1
Turkey,2026-09-08T11:00:00+00:00,2026-09-08,21,-1.6044,12,2
Ukraine,2026-09-08T11:00:00+00:00,2026-09-08,33,-2.2193,29,1
Lebanon,2026-09-08T11:00:00+00:00,2026-09-08,4,-3.5441,2,0
Israel,2026-09-08T11:00:00+00:00,2026-09-08,34,-3.7027,30,3
Egypt,2026-09-08T11:00:00+00:00,2026-09-08,23,-2.396,11,5
Sudan,2026-09-08T11:00:00+00:00,2026-09-08,2,-1.1064,1,0
Haiti,2026-09-08T11:00:00+00:00,2026-09-08,0,,0,0
Thailand,2026-09-08T11:00:00+00:00,2026-09-08,7,-0.3042,2,0
Turkey,2026-09-08T10:00:00+00:00,2026-09-08,4,0.9565,2,0
Ukraine,2026-09-08T10:00:00+00:00,2026-09-08,30,-0.7861,23,0
Lebanon,2026-09-08T10:00:00+00:00,2026-09-08,1,-3.2834,1,0
Israel,2026-09-08T10:00:00+00:00,2026-09-08,36,-4.0181,34,5
Egypt,2026-09-08T10:00:00+00:00,2026-09-08,13,-4.0808,9,7
Sudan,2026-09-08T10:00:00+00:00,2026-09-08,1,-6.8457,1,1
Haiti,2026-09-08T10:00:00+00:00,2026-09-08,0,,0,0
Thailand,2026-09-08T10:00:00+00:00,2026-09-08,9,2.7325,2,1
Turkey,2026-09-08T09:00:00+00:00,2026-09-08,12,0.5023,3,0
Ukraine,2026-09-08T09:00:00+00:00,2026-09-08,45,-1.9759,35,4
Lebanon,2026-09-08T09:00:00+00:00,2026-09-08,4,-1.301,3,0
Israel,2026-09-08T09:00:00+00:00,2026-09-08,46,-3.0367,39,3
Egypt,2026-09-08T09:00:00+00:00,2026-09-08,18,-1.8022,6,4
Sudan,2026-09-08T09:00:00+00:00,2026-09-08,1,-5.4517,1,0
Haiti,2026-09-08T09:00:00+00:00,2026-09-08,1,0.7701,1,0
Thailand,2026-09-08T09:00:00+00:00,2026-09-08,25,0.7573,6,1
Turkey,2026-09-08T08:00:00+00:00,2026-09-08,13,-0.9921,6,1
Ukraine,2026-09-08T08:00:00+00:00,2026-09-08,27,-1.9054,24,0
Lebanon,2026-09-08T08:00:00+00:00,2026-09-08,3,-3.4431,3,2
Israel,2026-09-08T08:00:00+00:00,2026-09-08,27,-3.898,20,4
Egypt,2026-09-08T08:00:00+00:00,2026-09-08,20,-1.4524,8,5
Sudan,2026-09-08T08:00:00+00:00,2026-09-08,3,-1.0603,3,3
Haiti,2026-09-08T08:00:00+00:00,2026-09-08,0,,0,0
Thailand,2026-09-08T08:00:00+00:00,2026-09-08,14,1.0177,4,1
Turkey,2026-09-08T07:00:00+00:00,2026-09-08,2,-2.9561,0,1
Ukraine,2026-09-08T07:00:00+00:00,2026-09-08,31,-2.0451,21,0
Lebanon,2026-09-08T07:00:00+00:00,2026-09-08,2,-2.5344,2,1
Israel,2026-09-08T07:00:00+00:00,2026-09-08,18,-0.9416,8,0
Egypt,2026-09-08T07:00:00+00:00,2026-09-08,10,-4.2394,5,2
Sudan,2026-09-08T07:00:00+00:00,2026-09-08,1,-3.1915,0,0
Haiti,2026-09-08T07:00:00+00:00,2026-09-08,1,1.6807,1,0
Thailand,2026-09-08T07:00:00+00:00,2026-09-08,13,-0.2848,6,2
Turkey,2026-09-08T06:00:00+00:00,2026-09-08,9,-3.4949,6,1
Ukraine,2026-09-08T06:00:00+00:00,2026-09-08,24,-2.371,17,3
Lebanon,2026-09-08T06:00:00+00:00,2026-09-08,9,-4.8583,9,0
Israel,2026-09-08T06:00:00+00:00,2026-09-08,48,-3.8646,41,1
Egypt,2026-09-08T06:00:00+00:00,2026-09-08,13,-3.4515,11,1
Sudan,2026-09-08T06:00:00+00:00,2026-09-08,3,-2.7671,3,0
Haiti,2026-09-08T06:00:00+00:00,2026-09-08,0,,0,0
Thailand,2026-09-08T06:00:00+00:00,2026-09-08,9,0.911,1,0
Turkey,2026-09-08T05:00:00+00:00,2026-09-08,3,-2.8606,1,0
Ukraine,2026-09-08T05:00:00+00:00,2026-09-08,20,-1.0569,11,1
Lebanon,2026-09-08T05:00:00+00:00,2026-09-08,5,-3.7667,5,0
Israel,2026-09-08T05:00:00+00:00,2026-09-08,19,-3.2098,11,1
Egypt,2026-09-08T05:00:00+00:00,2026-09-08,10,0.9865,3,0
Sudan,2026-09-08T05:00:00+00:00,2026-09-08,1,-4.6341,1,0
Haiti,2026-09-08T05:00:00+00:00,2026-09-08,1,-1.1719,0,0
Thailand,2026-09-08T05:00:00+00:00,2026-09-08,4,2.5362,2,0
Turkey,2026-09-08T04:00:00+00:00,2026-09-08,6,-2.8734,6,0
Ukraine,2026-09-08T04:00:00+00:00,2026-09-08,22,-1.1581,16,0
Lebanon,2026-09-08T04:00:00+00:00,2026-09-08,6,-5.6812,5,0
Israel,2026-09-08T04:00:00+00:00,2026-09-08,30,-3.5214,24,1
Egypt,2026-09-08T04:00:00+00:00,2026-09-08,9,-0.3877,7,0
Sudan,2026-09-08T04:00:00+00:00,2026-09-08,2,-1.8558,2,0
Haiti,2026-09-08T04:00:00+00:00,2026-09-08,2,-3.9155,1,1
Thailand,2026-09-08T04:00:00+00:00,2026-09-08,12,2.7993,3,0
Turkey,2026-09-08T03:00:00+00:00,2026-09-08,7,-7.196,7,0
Ukraine,2026-09-08T03:00:00+00:00,2026-09-08,22,-2.0052,17,7
Lebanon,2026-09-08T03:00:00+00:00,2026-09-08,4,-4.7014,4,0
Israel,2026-09-08T03:00:00+00:00,2026-09-08,18,-2.7045,17,5
Egypt,2026-09-08T03:00:00+00:00,2026-09-08,7,-0.3358,2,1
Sudan,2026-09-08T03:00:00+00:00,2026-09-08,1,-4.893,1,0
Haiti,2026-09-08T03:00:00+00:00,2026-09-08,1,0.3175,0,0
Thailand,2026-09-08T03:00:00+00:00,2026-09-08,6,0.6337,2,0
Turkey,2026-09-08T02:00:00+00:00,2026-09-08,10,-5.3809,9,1
Ukraine,2026-09-08T02:00:00+00:00,2026-09-08,28,-1.7627,22,6
Lebanon,2026-09-08T02:00:00+00:00,2026-09-08,6,-4.8842,6,0
Israel,2026-09-08T02:00:00+00:00,2026-09-08,28,-4.397,24,2
Egypt,2026-09-08T02:00:00+00:00,2026-09-08,6,-3.6632,4,0
Sudan,2026-09-08T02:00:00+00:00,2026-09-08,0,,0,0
Haiti,2026-09-08T02:00:00+00:00,2026-09-08,2,-6.211,0,0
Thailand,2026-09-08T02:00:00+00:00,2026-09-08,4,0.8483,1,1
Turkey,2026-09-08T01:00:00+00:00,2026-09-08,8,-5.2224,5,1
Ukraine,2026-09-08T01:00:00+00:00,2026-09-08,19,-2.6985,17,7
Lebanon,2026-09-08T01:00:00+00:00,2026-09-08,3,-3.3058,2,0
Israel,2026-09-08T01:00:00+00:00,2026-09-08,27,-4.2092,25,2
Egypt,2026-09-08T01:00:00+00:00,2026-09-08,2,-4.4956,2,0
Sudan,2026-09-08T01:00:00+00:00,2026-09-08,0,,0,0
Haiti,2026-09-08T01:00:00+00:00,2026-09-08,2,0.2086,0,0
Thailand,2026-09-08T01:00:00+00:00,2026-09-08,1,2.5229,0,0
Turkey,2026-09-08T00:00:00+00:00,2026-09-08,9,-5.1894,8,2
Ukraine,2026-09-08T00:00:00+00:00,2026-09-08,19,-2.1561,16,5
Lebanon,2026-09-08T00:00:00+00:00,2026-09-08,5,-4.8258,5,1
Israel,2026-09-08T00:00:00+00:00,2026-09-08,37,-4.5872,35,3
Egypt,2026-09-08T00:00:00+00:00,2026-09-08,5,-3.8682,4,0
Sudan,2026-09-08T00:00:00+00:00,2026-09-08,3,-4.3954,3,0
Haiti,2026-09-08T00:00:00+00:00,2026-09-08,0,,0,0
Thailand,2026-09-08T00:00:00+00:00,2026-09-08,1,-2.5262,0,0
Turkey,2026-09-07T23:00:00+00:00,2026-09-07,10,-4.2883,8,8
Ukraine,2026-09-07T23:00:00+00:00,2026-09-07,31,-3.2752,29,13
Lebanon,2026-09-07T23:00:00+00:00,2026-09-07,0,,0,0
Israel,2026-09-07T23:00:00+00:00,2026-09-07,28,-2.3646,18,9
Egypt,2026-09-07T23:00:00+00:00,2026-09-07,3,-2.0581,3,0
Sudan,2026-09-07T23:00:00+00:00,2026-09-07,0,,0,0
Haiti,2026-09-07T23:00:00+00:00,2026-09-07,1,3.8017,1,1
Thailand,2026-09-07T23:00:00+00:00,2026-09-07,3,1.6252,1,0
Turkey,2026-09-07T22:00:00+00:00,2026-09-07,8,-2.264,5,3
Ukraine,2026-09-07T22:00:00+00:00,2026-09-07,23,-2.5385,19,3
Lebanon,2026-09-07T22:00:00+00:00,2026-09-07,2,-2.7199,1,0
Israel,2026-09-07T22:00:00+00:00,2026-09-07,24,-3.1333,16,3
Egypt,2026-09-07T22:00:00+00:00,2026-09-07,8,-4.0005,4,1
Sudan,2026-09-07T22:00:00+00:00,2026-09-07,0,,0,0
Haiti,2026-09-07T22:00:00+00:00,2026-09-07,1,4.7181,0,0
Thailand,2026-09-07T22:00:00+00:00,2026-09-07,2,0.4015,1,0
Turkey,2026-09-07T21:00:00+00:00,2026-09-07,7,-3.6429,6,4
Ukraine,2026-09-07T21:00:00+00:00,2026-09-07,29,-1.6354,27,4
Lebanon,2026-09-07T21:00:00+00:00,2026-09-07,7,-2.8135,7,0
Israel,2026-09-07T21:00:00+00:00,2026-09-07,31,-1.4328,18,5
Egypt,2026-09-07T21:00:00+00:00,2026-09-07,9,-0.8117,2,0
Sudan,2026-09-07T21:00:00+00:00,2026-09-07,2,-3.6134,1,1
Haiti,2026-09-07T21:00:00+00:00,2026-09-07,2,1.6052,2,0
Thailand,2026-09-07T21:00:00+00:00,2026-09-07,4,-2.0405,2,1
Turkey,2026-09-07T20:00:00+00:00,2026-09-07,13,-3.2524,10,9
Ukraine,2026-09-07T20:00:00+00:00,2026-09-07,27,-3.7488,25,9
Lebanon,2026-09-07T20:00:00+00:00,2026-09-07,9,-2.5597,4,0
Israel,2026-09-07T20:00:00+00:00,2026-09-07,50,-1.7905,30,10
Egypt,2026-09-07T20:00:00+00:00,2026-09-07,8,0.7988,2,0
Sudan,2026-09-07T20:00:00+00:00,2026-09-07,3,-4.0733,2,0
Haiti,2026-09-07T20:00:00+00:00,2026-09-07,4,-0.0945,1,1
Thailand,2026-09-07T20:00:00+00:00,2026-09-07,4,-0.3211,1,1
Turkey,2026-09-07T19:00:00+00:00,2026-09-07,6,2.1734,2,1
Ukraine,2026-09-07T19:00:00+00:00,2026-09-07,21,-3.453,16,2
Lebanon,2026-09-07T19:00:00+00:00,2026-09-07,14,-5.8358,14,0
Israel,2026-09-07T19:00:00+00:00,2026-09-07,38,-4.1887,26,1
Egypt,2026-09-07T19:00:00+00:00,2026-09-07,15,-0.8524,5,0
Sudan,2026-09-07T19:00:00+00:00,2026-09-07,1,-3.3537,1,0
Haiti,2026-09-07T19:00:00+00:00,2026-09-07,2,0.1991,1,1
Thailand,2026-09-07T19:00:00+00:00,2026-09-07,10,-2.2878,4,1
Turkey,2026-09-07T18:00:00+00:00,2026-09-07,8,0.2776,3,1
Ukraine,2026-09-07T18:00:00+00:00,2026-09-07,22,-1.4455,20,5
Lebanon,2026-09-07T18:00:00+00:00,2026-09-07,5,-6.5638,5,0
Israel,2026-09-07T18:00:00+00:00,2026-09-07,18,-2.4414,13,3
Egypt,2026-09-07T18:00:00+00:00,2026-09-07,15,-0.6554,3,1
Sudan,2026-09-07T18:00:00+00:00,2026-09-07,1,-4.1667,1,0
Haiti,2026-09-07T18:00:00+00:00,2026-09-07,2,-3.7239,2,0
Thailand,2026-09-07T18:00:00+00:00,2026-09-07,6,0.4805,1,0
Turkey,2026-09-07T17:00:00+00:00,2026-09-07,7,1.1128,1,0
Ukraine,2026-09-07T17:00:00+00:00,2026-09-07,20,-2.7438,12,4
Lebanon,2026-09-07T17:00:00+00:00,2026-09-07,9,-4.1652,9,0
Israel,2026-09-07T17:00:00+00:00,2026-09-07,38,-3.1109,23,5
Egypt,2026-09-07T17:00:00+00:00,2026-09-07,18,0.7469,6,1
Sudan,2026-09-07T17:00:00+00:00,2026-09-07,4,-4.0472,2,0
Haiti,2026-09-07T17:00:00+00:00,2026-09-07,0,,0,0
Thailand,2026-09-07T17:00:00+00:00,2026-09-07,8,2.2738,3,0
Turkey,2026-09-07T16:00:00+00:00,2026-09-07,14,-1.6105,6,2
Ukraine,2026-09-07T16:00:00+00:00,2026-09-07,28,-2.7825,16,6
Lebanon,2026-09-07T16:00:00+00:00,2026-09-07,9,-5.5645,9,1
Israel,2026-09-07T16:00:00+00:00,2026-09-07,44,-3.5464,36,5
Egypt,2026-09-07T16:00:00+00:00,2026-09-07,13,1.4333,4,2
Sudan,2026-09-07T16:00:00+00:00,2026-09-07,7,-6.2637,3,0
Haiti,2026-09-07T16:00:00+00:00,2026-09-07,1,-4.059,1,1
Thailand,2026-09-07T16:00:00+00:00,2026-09-07,7,1.1348,2,0
Turkey,2026-09-07T15:00:00+00:00,2026-09-07,4,1.7646,1,0
Ukraine,2026-09-07T15:00:00+00:00,2026-09-07,11,-0.471,8,2
Lebanon,2026-09-07T15:00:00+00:00,2026-09-07,6,-0.9441,5,0
Israel,2026-09-07T15:00:00+00:00,2026-09-07,19,-1.6647,17,3
Egypt,2026-09-07T15:00:00+00:00,2026-09-07,5,1.2863,3,1
Sudan,2026-09-07T15:00:00+00:00,2026-09-07,2,-1.7816,2,1
Haiti,2026-09-07T15:00:00+00:00,2026-09-07,0,,0,0
Thailand,2026-09-07T15:00:00+00:00,2026-09-07,5,2.2611,3,1
Turkey,2026-09-07T14:00:00+00:00,2026-09-07,30,-1.676,14,4
Ukraine,2026-09-07T14:00:00+00:00,2026-09-07,52,-1.959,48,3
Lebanon,2026-09-07T14:00:00+00:00,2026-09-07,19,-4.0093,16,0
Israel,2026-09-07T14:00:00+00:00,2026-09-07,63,-3.0397,50,3
Egypt,2026-09-07T14:00:00+00:00,2026-09-07,11,0.78,6,1
Sudan,2026-09-07T14:00:00+00:00,2026-09-07,5,-1.8073,5,2
Haiti,2026-09-07T14:00:00+00:00,2026-09-07,1,-7.0968,1,0
Thailand,2026-09-07T14:00:00+00:00,2026-09-07,8,-0.2613,3,0
